,id,segment_id,title,caption_segment,sentiment
1138,GmSJQNYEnkQ,GmSJQNYEnkQ_1,Biden addresses the nation,H BALLOT MUST BE COUNTED. AND THAT'S WHAT WE'RE GOING TO SEE GOING THROUGH NOW AND THAT'S HOW IT SHOULD BE DEMOCRACY SOMETIMES MESSY. IT SOMETIMES REQUIRES A LITTLE PATIENCE AS WELL. BUT THAT PATIENCE HAS BEEN REWARDED NOW FOR MORE THAN TWO HUNDRED FORTY YEARS THE SYSTEM OF GOVERNMENT GOVERNANCE HAS BEEN THE ENVY OF THE WORLD. WE CONTINUE TO FEEL GENERAL I WILL CONTINUE TO FEEL VERY GOOD. ABOUT WHERE THINGS STAND. WE HAVE NO DOUBT. THAT WHEN THE COUNTY SHOULD BE SHANNON HARRISON I WILL BE DECLARED THE WINNERS. SO I ASK EVERYONE TO STAY CALM ALL,-1
1139,GmSJQNYEnkQ,GmSJQNYEnkQ_2,Biden addresses the nation,THE PEOPLE TO STAY CALM. ROSS THIS IS WORKING THE ACCOUNT IS BEING COMPLETED AND WE'LL KNOW VERY SOON SO THANK YOU ALL FOR YOUR PATIENCE BUT WE GOT TO COUNT THE VOTES GOD BLESS YOU ALL AND MAY GOD PROTECT OUR TROOPS THANK YOU SO MUCH.,-1
1140,HSReQV9Wpr4,HSReQV9Wpr4_1,"?? ???????? | ?????O?????? ????????? ??? ????????????, ?????? ?????ONGC ????? ??? ??????????????T??????????..",foreign foreign [Music] as0680876 number or Pulsar motorcycle name is thank you foreign McDonald's [Music] foreign [Music] is gorgeous,-1
1141,CFf1xnnJsok,CFf1xnnJsok_1,"?? ???????? | ??S??????????????????? ????????? ????€??? ????????????, ?????????????€ ?????????????? ??????...",foreign foreign foreign foreign foreign thank you [Music],-1
1142,YzdSJ8ond1U,YzdSJ8ond1U_1,?? ???????? | Jagdeep Dhankhar Sworn-In as 14th Vice President of India,good evening viewers this is jubilee psychia and you're watching my news not this jagdeep dhankar took oath as the 14th vice president of india at the rajpathi bhavan in new delhi today the president of india drupati murmur addressed the oath of vice president the former west bengal governor took the oath in hindi in the name of god his ceremony was attended by many dignitaries including prime minister narendra modi former vice president m venkai naidu and many more jagdeeb dhankar was announced as the next vice president of india after counting of votes concluded for the election,-1
1143,YzdSJ8ond1U,YzdSJ8ond1U_2,?? ???????? | Jagdeep Dhankhar Sworn-In as 14th Vice President of India,held on august 6. dhankar the nds candidate for the post bit of competition from opposition candidate margaret alba to be named the 14th vice president of india the bjp lead nda candidate owned the election with 528 votes against elvis 182 concur secured 74.36 he has the highest winning margin in the last six vice presidential election held since 1997 the trinomial congress which has a total of 6 36 mps including 23 in lok sabha has the election however two of its mps had cast their ballots as many as 55 mps did not vote in the vice,-1
1144,YzdSJ8ond1U,YzdSJ8ond1U_3,?? ???????? | Jagdeep Dhankhar Sworn-In as 14th Vice President of India,presidential election on august 7 chief election commissioner rajiv kumar and election commissioner anub chandra pandey jointly signed the certification of the election of jagdeep thunker as the next vice president of india [Music] [Music] the [Applause] oh that's all for now for further updates keep watching my new snow test [Music],-1
1145,chSJCO1VNN8,chSJCO1VNN8_1,Far Cry 5 Gameplay Walkthrough - Part 11,though hello guys man we like killing me far cry [Music] so that started and I don't create commissions I mean cut heroes k-maps commissioned some complete and thick th Commission sky which allowed up the lady say well actually I don't know for unknown reason ministry March an accident it was time of I mean if it was a whole Nene see that Fiat CR get ahead I've never seen anything like these flowers before moon flower trailer park used to be a place for families now it's a ruin just a violent [?__?] playing loud music shooting guns,1
1146,chSJCO1VNN8,chSJCO1VNN8_2,Far Cry 5 Gameplay Walkthrough - Part 11,and the light and [?__?] on fire like a perfect recruit for the Cougars police looks like something out of the abuse in Kerala let's see we all get me fade [Music] yeah I deposit around we hop in mom a victor boat shop now if you require for bread being your day-to-day life you just call me shirt welcome to the disco burn oh man it's my special place where I can't be beat without the prying eyes my po4 witnesses or law enforcement to go be a Hey get the [?__?] out of here Johnny Law I know my rights I'm doing nothing wrong welcome to 110 decibels the hottest music ever,-1
1147,q8PSLB0sdUA,q8PSLB0sdUA_1,?? ???????? | ?????S??? ?????? ????????????????G ????????????????: ??????????????Supreme Court what do you have to say on the allegations [Applause] issues [Applause] foreign [Applause] foreign [Applause] [Applause] what do you have to say on the allegations [Applause] what is it [Music],-1,
1148,skVBEO26FuM,skVBEO26FuM_1,?? ???????? | ??????????????? ?????????????????????????G ??#39;?????? ???????????T???????? ??T??O??? ?+? ??T ????€???????? ????????????...,hobbykid s actress thank you foreign foreign California is foreign foreign [Music],-1
1149,v1cs9YnRb_c,v1cs9YnRb_c_1,?? ???????? |????????? ??#39;?????? ?????? ??S??? ???????????? ????????gorillazano subscribe my channel,-1,
1150,LwrSw4-CxxM,LwrSw4-CxxM_1,?? ???????? | ????`???????????????????? ?????S  ??T????????T???????????????T????€,foreign foreign my my music [Music],-1
1151,oBFs0yFWW7w,oBFs0yFWW7w_1,?? ???????? | ?????? ?????? ??????????????????????????????? ?????..,cover I know record foreign foreign [Applause] foreign foreign foreign foreign thank you [Music],-1
